pair,task1,task2,merge_task_vector_cosine_similarity,merge_task_vector_l2_distance,merge_task_vector_dot_product,merge_weight_space_angle,merge_task_vector_magnitude_ratio,merge_singular_value_overlap,merge_subspace_overlap,perf_arithmetic,perf_isotropic,perf_weight_avg,perf_tsv
Cars__FashionMNIST,Cars,FashionMNIST,0.03677140548825264,4.631940841674805,0.40608280897140503,87.89267857907859,0.8870723632286704,0.9197530993875468,0.07643603915875816,0.9043358862400055,0.8882640302181244,0.939814567565918,0.96233269572258
Cars__EMNIST,Cars,EMNIST,0.03246750682592392,3.8166964054107666,0.23096634447574615,88.13942190522269,0.7261658873149336,0.8839814606702553,0.07113792373324342,0.9304417967796326,0.8970473408699036,0.952386349439621,0.9744192659854889
Cars__KMNIST,Cars,KMNIST,0.036486148834228516,4.52465295791626,0.38577818870544434,87.90903355663983,0.9265178747114466,0.9108467765574185,0.07299032675207787,0.6868024468421936,0.583355262875557,0.9143174290657043,0.9724748432636261
Cars__RenderedSST2,Cars,RenderedSST2,0.029980840161442757,3.4284205436706543,0.13999541103839874,88.28196695102557,0.47665803028095133,0.8984403407798623,0.06489491299638209,0.9651857614517212,0.9431529343128204,0.9880959093570709,1.0152463912963867
RESISC45__EuroSAT,RESISC45,EuroSAT,0.07291083037853241,2.649362802505493,0.2748270034790039,85.8188070140171,0.9262693861689637,0.9234218529935153,0.10744002706037374,0.9206705689430237,0.8475328981876373,0.9417378604412079,0.9742136001586914
RESISC45__SVHN,RESISC45,SVHN,0.0418948233127594,4.279178619384766,0.32635071873664856,87.59890069905161,0.5224021368638527,0.9223990654045681,0.06988184778195508,0.8837971389293671,0.8006503283977509,0.9478126168251038,0.9750230610370636
RESISC45__GTSRB,RESISC45,GTSRB,0.05094967409968376,2.770280122756958,0.20572373270988464,87.07953425140283,0.9922334771845318,0.9335408581877654,0.0754150744597867,0.8733192682266235,0.7980165183544159,0.9542374610900879,0.9881691932678223
RESISC45__MNIST,RESISC45,MNIST,0.05051254853606224,3.5022082328796387,0.30221983790397644,87.10461199291737,0.6801524733674423,0.9135650666254871,0.0676462447305895,0.9216350018978119,0.8858148455619812,0.9540417194366455,0.9816820025444031
RESISC45__DTD,RESISC45,DTD,0.060380954295396805,2.360459566116333,0.1652388870716095,86.53832051269715,0.6724840439576233,0.9396737420334006,0.08865399706476139,0.840433269739151,0.7965147197246552,0.9324354231357574,0.9758032262325287
RESISC45__Flowers102,RESISC45,Flowers102,0.05288827791810036,2.114933967590332,0.08044592291116714,86.96831040933448,0.373779171588234,0.9339503657143071,0.0830736645831252,0.8750787079334259,0.8442206680774689,0.937525749206543,0.9768615067005157
RESISC45__PCAM,RESISC45,PCAM,0.03883823752403259,4.061943531036377,0.28205668926239014,87.77417309069749,0.5603416093475545,0.9179806214458538,0.08213641342689405,0.9014427661895752,0.8714655041694641,0.9162402451038361,0.9414982497692108
RESISC45__FER2013,RESISC45,FER2013,0.036090441048145294,3.5343408584594727,0.21678511798381805,87.93172088556754,0.6774731744961483,0.9310464712808717,0.07274964170635873,0.9039847254753113,0.8625219464302063,0.9668119847774506,0.9971785247325897
RESISC45__OxfordIIITPet,RESISC45,OxfordIIITPet,0.07119777798652649,2.2099039554595947,0.15241080522537231,85.91721348532693,0.5260418377938079,0.9361249871973721,0.0822245092043337,0.9359682202339172,0.8841173052787781,0.9775954484939575,0.9953992664813995
RESISC45__STL10,RESISC45,STL10,0.03277880698442459,2.2079479694366455,0.06432041525840759,88.1215762210621,0.4821985619292528,0.9299984259425469,0.08544199517313039,0.9510523974895477,0.9122449159622192,0.9833385050296783,0.9994879364967346
RESISC45__CIFAR100,RESISC45,CIFAR100,0.05426536500453949,4.092764377593994,0.40151265263557434,86.88929563846087,0.5499881598325749,0.9311698540201727,0.08452652296367678,0.9038778245449066,0.9112386107444763,0.9425931572914124,0.9810208082199097
RESISC45__CIFAR10,RESISC45,CIFAR10,0.0545974001288414,3.6062042713165283,0.3413023352622986,86.87024318208881,0.650972196961094,0.9312284926198563,0.08180855582907516,0.936463862657547,0.9340659379959106,0.9594174921512604,0.9836390316486359
RESISC45__Food101,RESISC45,Food101,0.04470446705818176,4.497821807861328,0.3711591362953186,87.43776879646862,0.4901398624003029,0.9294766412591035,0.087469113126116,0.9546926021575928,0.9637318253517151,0.9872918426990509,1.0004372298717499
RESISC45__FashionMNIST,RESISC45,FashionMNIST,0.041783496737480164,3.997415781021118,0.29740145802497864,87.60528483217499,0.5717314295660898,0.9280658161865091,0.07105716961734701,0.8871095478534698,0.8812526166439056,0.9345120787620544,0.9784153699874878
RESISC45__EMNIST,RESISC45,EMNIST,0.03667696937918663,2.984523296356201,0.16816090047359467,87.89809302193295,0.8875588825877058,0.9059918747757966,0.06708058512435766,0.926741749048233,0.854840487241745,0.9639973938465118,0.9896751344203949
RESISC45__KMNIST,RESISC45,KMNIST,0.04306846112012863,3.864640235900879,0.293496310710907,87.53159544213993,0.5971546527492921,0.9250965523269942,0.06909515433154019,0.6780860424041748,0.5547243803739548,0.9233187139034271,0.9824223518371582
RESISC45__RenderedSST2,RESISC45,RenderedSST2,0.04165312647819519,2.457176923751831,0.12535756826400757,87.61276100647693,0.7395608208807929,0.9100548951130993,0.06398763240508312,0.9633588194847107,0.9155196249485016,1.0075685679912567,1.021392673254013
EuroSAT__SVHN,EuroSAT,SVHN,0.053947024047374725,4.197800636291504,0.38925158977508545,86.90756198861733,0.48388510664623585,0.9374719475800136,0.06990218353721328,0.9102182388305664,0.7934255003929138,0.9714296162128448,0.9886194169521332
EuroSAT__GTSRB,EuroSAT,GTSRB,0.052323341369628906,2.6676948070526123,0.19569319486618042,87.00072377066336,0.9335195873427476,0.9330135876277708,0.07364179160235064,0.8900304138660431,0.7710090577602386,0.9577681124210358,0.9909200370311737
EuroSAT__MNIST,EuroSAT,MNIST,0.05183529108762741,3.4229092597961426,0.28726726770401,87.02872499130386,0.6300044140073632,0.9370289411184922,0.06537277139020417,0.9600121378898621,0.876316487789154,0.9786295592784882,0.9930903911590576
EuroSAT__DTD,EuroSAT,DTD,0.0549706295132637,2.2480087280273438,0.13934119045734406,86.84882655055225,0.726013462173253,0.9203978810670241,0.08282862595229779,0.8776690661907196,0.8038037121295929,0.9329157769680023,0.9686085283756256
EuroSAT__Flowers102,EuroSAT,Flowers102,0.04953056946396828,1.9828659296035767,0.06978390365839005,87.16094577370787,0.4035318204072133,0.9243423455166366,0.07824484866182757,0.9064967930316925,0.8424601852893829,0.9292107820510864,0.9637794196605682
EuroSAT__PCAM,EuroSAT,PCAM,0.05360544100403786,3.9739906787872314,0.36059805750846863,86.9271616158849,0.5190272785352886,0.9313850009216452,0.08259288730486385,0.9452124536037445,0.8590428233146667,0.9577293992042542,0.9631316959857941
EuroSAT__FER2013,EuroSAT,FER2013,0.04341153800487518,3.444685459136963,0.24153465032577515,87.51192018250028,0.6275226614864865,0.9256385216173136,0.0733279522016363,0.9364664852619171,0.8680194020271301,0.9749491214752197,0.9927510023117065
EuroSAT__OxfordIIITPet,EuroSAT,OxfordIIITPet,0.07184489071369171,2.083420753479004,0.14245697855949402,85.88004146158703,0.5679145242719388,0.9265245266680447,0.07505622303710796,0.9647185504436493,0.894042432308197,0.9877417981624603,0.9970880746841431
EuroSAT__STL10,EuroSAT,STL10,0.032446276396512985,2.0791635513305664,0.05897362902760506,88.14063896044743,0.5205813439690788,0.9309591594732033,0.08059356586550769,0.9850367605686188,0.915797770023346,0.9969017505645752,1.0005633533000946
EuroSAT__CIFAR100,EuroSAT,CIFAR100,0.07327999174594879,3.9995205402374268,0.5022245645523071,85.79759889285069,0.5094371952083171,0.8975115429680303,0.08928030743351519,0.9370233714580536,0.9119490683078766,0.9494754672050476,0.9713173806667328
EuroSAT__CIFAR10,EuroSAT,CIFAR10,0.0751735121011734,3.498633623123169,0.4352814555168152,85.6888080399367,0.6029756172922143,0.9269361968310375,0.08499903886947993,0.9687724709510803,0.9293290972709656,0.980366587638855,0.9879074990749359
EuroSAT__Food101,EuroSAT,Food101,0.04543796926736832,4.438754081726074,0.3494347631931305,87.39569946281462,0.4540015494824689,0.8894963815527143,0.08083514832663084,0.9853735268115997,0.9711476266384125,0.9951527416706085,1.001701831817627
EuroSAT__FashionMNIST,EuroSAT,FashionMNIST,0.05376933142542839,3.90954327583313,0.35449424386024475,86.91775782420518,0.5295773203176861,0.9338798050610524,0.07336548220998836,0.9219979345798492,0.8816013634204865,0.9623416364192963,0.990655779838562
EuroSAT__EMNIST,EuroSAT,EMNIST,0.03727909177541733,2.892695426940918,0.15831995010375977,87.86357033855795,0.8221186213633256,0.934562807937838,0.06554848399927031,0.9595717787742615,0.8329970240592957,0.9841817915439606,0.9954218566417694
EuroSAT__KMNIST,EuroSAT,KMNIST,0.04614472761750221,3.789548635482788,0.2912748456001282,87.35516266932525,0.5531260736500275,0.9342415276563393,0.06774277625218877,0.6962739825248718,0.5498676300048828,0.9174359142780304,0.9860043525695801
EuroSAT__RenderedSST2,EuroSAT,RenderedSST2,0.041397131979465485,2.341820478439331,0.11540098488330841,87.62744107302008,0.7984295194507133,0.9189031315299699,0.0604668382766112,0.9939760863780975,0.9122083783149719,1.0131037831306458,1.0128211677074432
SVHN__GTSRB,SVHN,GTSRB,0.09105166792869568,4.185423374176025,0.7037636637687683,84.77588834729515,0.5183448887490503,0.9323400843818233,0.1078509494381131,0.8969658017158508,0.7221333086490631,0.95522141456604,0.9820612668991089
SVHN__MNIST,SVHN,MNIST,0.16885720193386078,4.458708763122559,1.9339168071746826,80.27861898363737,0.7680662165020647,0.9386500873655643,0.15033692723175263,0.950081080198288,0.8163231611251831,0.9788114130496979,0.9910851120948792
SVHN__DTD,SVHN,DTD,0.05611472204327583,4.023317337036133,0.2939564883708954,86.78317352594226,0.3513071015703075,0.9187056422233582,0.06811019111916702,0.8394041061401367,0.7585450112819672,0.9084884822368622,0.933425635099411
SVHN__Flowers102,SVHN,Flowers102,0.05155027657747269,3.89758038520813,0.15009649097919464,87.045076981942,0.1952630379528941,0.9191517593725672,0.06362016752081098,0.8578767478466034,0.7874430418014526,0.8947608172893524,0.9083316922187805
SVHN__PCAM,SVHN,PCAM,0.044174764305353165,5.164778232574463,0.614109992980957,87.46814854195253,0.9322922448542106,0.9249148818681825,0.06877172392494273,0.9078851640224457,0.8356953263282776,0.9286356568336487,0.9562352895736694
SVHN__FER2013,SVHN,FER2013,0.047537676990032196,4.761473178863525,0.5466015338897705,87.27526484272259,0.7711037964748563,0.9274580816052994,0.07356230883665804,0.8864134252071381,0.7934603691101074,0.9432606399059296,0.9576619863510132
SVHN__OxfordIIITPet,SVHN,OxfordIIITPet,0.07467547059059143,3.930537462234497,0.30600082874298096,85.71742415069413,0.2748053801432734,0.9226219552867817,0.0657037743138817,0.9227297604084015,0.8225820958614349,0.9795599281787872,0.9880720674991608
SVHN__STL10,SVHN,STL10,0.021904218941926956,3.963599920272827,0.08227689564228058,88.74488032079887,0.2519015591445185,0.9271857119956106,0.06828106653015567,0.9418975114822388,0.833343893289566,0.986613541841507,0.9944786727428436
SVHN__CIFAR100,SVHN,CIFAR100,0.06988079100847244,5.140017986297607,0.9897572994232178,85.99285972101738,0.9498425148331924,0.9016475306366974,0.08070049316815607,0.8940114676952362,0.8139989078044891,0.9389239847660065,0.9623352587223053
SVHN__CIFAR10,SVHN,CIFAR10,0.07794607430696487,4.760711193084717,0.9327316284179688,85.52948425843121,0.8024953128606115,0.9291956042343715,0.07917663992013568,0.9274289309978485,0.8406210243701935,0.9743017852306366,0.9893948137760162
SVHN__Food101,SVHN,Food101,0.045100852847099304,5.520303249359131,0.7167856097221375,87.415034633125,0.9382424531085753,0.8918811532686342,0.06979729327953087,0.9417887926101685,0.8841783702373505,0.9768569767475128,0.9809907674789429
SVHN__FashionMNIST,SVHN,FashionMNIST,0.0717746764421463,5.043195724487305,0.9779225587844849,85.88407485584138,0.9137194666039697,0.936411257060069,0.08045884317384577,0.8867534697055817,0.8061701357364655,0.9595256149768829,0.9904823005199432
SVHN__EMNIST,SVHN,EMNIST,0.14793920516967773,4.186058044433594,1.2984092235565186,81.49248068314307,0.5885830755710234,0.9344172241552821,0.14741310533487567,0.9499510228633881,0.7868933975696564,0.9817659556865692,0.9935303032398224
SVHN__KMNIST,SVHN,KMNIST,0.07457273453474045,4.940216064453125,0.9727877378463745,85.7233269516775,0.8748188337120378,0.9378913258606533,0.09224674324944337,0.6835327297449112,0.4653949961066246,0.9196717441082001,0.9776981770992279
SVHN__RenderedSST2,SVHN,RenderedSST2,0.04540029168128967,4.07750129699707,0.2615514397621155,87.39786045958733,0.38634815316891125,0.9142107468730999,0.0610517221801686,0.9491913616657257,0.831669270992279,1.0047204494476318,1.0124268531799316
GTSRB__MNIST,GTSRB,MNIST,0.0967019721865654,3.4158449172973633,0.5740804672241211,84.4507132826668,0.6748700536650369,0.9302470211712819,0.10117609197238706,0.9091411232948303,0.7979540526866913,0.9575932919979095,0.9834128618240356
GTSRB__DTD,GTSRB,DTD,0.07155223190784454,2.335073709487915,0.1942889243364334,85.89685284273368,0.6777477876132547,0.9319647168213466,0.07649314724049477,0.850500226020813,0.7379151880741119,0.9230692386627197,0.9652260839939117
GTSRB__Flowers102,GTSRB,Flowers102,0.06405235081911087,2.092639684677124,0.09667032957077026,86.32755654709288,0.37670485846620955,0.9318358718224291,0.07030160935982217,0.8607905507087708,0.7610990405082703,0.9221905469894409,0.9521215856075287
GTSRB__PCAM,GTSRB,PCAM,0.042230065912008286,4.049351692199707,0.3043072521686554,87.57967569847315,0.5559897034541006,0.9228779965976499,0.07168510820505754,0.8859843015670776,0.805970698595047,0.9420366883277893,0.9831268191337585
GTSRB__FER2013,GTSRB,FER2013,0.0480889193713665,3.5058484077453613,0.2866130471229553,87.2436448162464,0.6722115636295563,0.9253131398614848,0.07523966451298517,0.8852052688598633,0.797628790140152,0.952618271112442,0.9838828444480896
GTSRB__OxfordIIITPet,GTSRB,OxfordIIITPet,0.0854562371969223,2.183192014694214,0.1815125048160553,85.09773920396161,0.5301593323442931,0.930582952949236,0.07233597942680683,0.9248803555965424,0.8107738494873047,0.9821624159812927,0.9924239218235016
GTSRB__STL10,GTSRB,STL10,0.029782839119434357,2.1967387199401855,0.057987526059150696,88.2933166434304,0.48597288140034745,0.9287906120408256,0.07627012704340916,0.9335826337337494,0.8193933665752411,0.9844897389411926,0.9957250654697418
GTSRB__CIFAR100,GTSRB,CIFAR100,0.06909668445587158,4.059950828552246,0.5072795748710632,86.0378945794817,0.5457166642409979,0.9164989613137156,0.08117208118146321,0.8801407814025879,0.8567233383655548,0.9417956471443176,0.9712359011173248
GTSRB__CIFAR10,GTSRB,CIFAR10,0.0740995779633522,3.56485652923584,0.45961734652519226,85.75051204113112,0.6459164065411601,0.9271023295960337,0.0831278843980915,0.911563903093338,0.868504524230957,0.965456634759903,0.9876690804958344
GTSRB__Food101,GTSRB,Food101,0.04904032126069069,4.483954429626465,0.4039960503578186,87.18906910428097,0.4863331799762005,0.9065491208490336,0.07317467337509373,0.9391427338123322,0.9429400861263275,0.986263781785965,0.9958809614181519
GTSRB__FashionMNIST,GTSRB,FashionMNIST,0.06597580015659332,3.947683572769165,0.46594664454460144,86.21711734965074,0.5672910643740445,0.9302457436075751,0.07642061327988248,0.8859864771366119,0.8241694867610931,0.9619615077972412,0.9913963973522186
GTSRB__EMNIST,GTSRB,EMNIST,0.08189776539802551,2.9072208404541016,0.37257835268974304,85.30234228752278,0.8806656362760169,0.9272701391633952,0.10242554781571872,0.9149167537689209,0.7516997158527374,0.9624249637126923,0.9854495823383331
GTSRB__KMNIST,GTSRB,KMNIST,0.07389046251773834,3.8027498722076416,0.4996263086795807,85.76252640967728,0.5925168375143518,0.9351154779488186,0.08304780139675676,0.7483861744403839,,0.9444780051708221,0.9840939939022064
GTSRB__RenderedSST2,GTSRB,RenderedSST2,0.052880171686410904,2.431053638458252,0.15791055560112,86.96877551304077,0.7453495955198982,0.9167296425351557,0.06391599597233646,0.9500979781150818,,0.99698805809021,1.0074459910392761
MNIST__DTD,MNIST,DTD,0.07339543104171753,3.1704440116882324,0.29530733823776245,85.79096684940649,0.4573916857979172,0.9114379061842864,0.06779572671314453,0.8708586096763611,0.829860657453537,0.913253515958786,0.952794998884201
MNIST__Flowers102,MNIST,Flowers102,0.06813930720090866,3.0106403827667236,0.15238283574581146,86.09287785288414,0.25422682804897095,0.9176712902087085,0.06450114590379429,0.8978345990180969,0.8660428822040558,0.8995153307914734,0.9144148230552673
MNIST__PCAM,MNIST,PCAM,0.05222421512007713,4.544361114501953,0.5576261281967163,87.00641106211762,0.8238470509021266,0.9250773843729271,0.0670604095144092,0.9772233366966248,0.9081007838249207,0.9841393530368805,0.9806546568870544
MNIST__FER2013,MNIST,FER2013,0.05362345278263092,4.093997955322266,0.47357138991355896,86.92612813053958,0.9960607378842148,0.9160899812320493,0.07339760110063372,0.9333847761154175,0.8746163845062256,0.9621005058288574,0.9751949310302734
MNIST__OxfordIIITPet,MNIST,OxfordIIITPet,0.09586170315742493,3.054210662841797,0.30170944333076477,84.49908186820609,0.3577886570702133,0.9177845693984121,0.06642090023126243,0.9676486253738403,0.9081562161445618,0.9844513535499573,0.9891360998153687
MNIST__STL10,MNIST,STL10,0.02761535346508026,3.0949418544769287,0.0796709954738617,88.41755562248954,0.3279685445504051,0.9230769524034464,0.0683506710068235,0.9903033375740051,0.9229661524295807,0.997351348400116,0.9963195621967316
MNIST__CIFAR100,MNIST,CIFAR100,0.071645088493824,4.551610469818115,0.7793912887573242,85.89151886271554,0.8086248030674321,0.8859686356670452,0.07632012440348573,0.93565434217453,0.9194030165672302,0.9514227509498596,0.9679376780986786
MNIST__CIFAR10,MNIST,CIFAR10,0.08223593235015869,4.117425918579102,0.7558269500732422,85.28290117004755,0.9570974486619501,0.9177604126480391,0.07650845849289088,0.9765665829181671,,0.9875898361206055,0.99374058842659
MNIST__Food101,MNIST,Food101,0.05409359931945801,4.940587520599365,0.6603126525878906,86.89915156354623,0.7206323311207193,0.8746179409746854,0.06843295521893591,0.9879409670829773,0.9762791693210602,0.9874422252178192,0.9812153577804565
MNIST__FashionMNIST,MNIST,FashionMNIST,0.08400385081768036,4.418759822845459,0.8790838122367859,85.18125514925637,0.8405930316410397,0.9287649764204925,0.08036681787585308,0.9280513823032379,0.8786295652389526,0.9700532555580139,0.9916857481002808
MNIST__EMNIST,MNIST,EMNIST,0.3930651843547821,2.961608648300171,2.649662971496582,66.85464091882834,0.7663181414898766,0.9414566103017555,0.19968030722636101,1.0002011060714722,0.9143790900707245,1.0017597079277039,1.0017094612121582
MNIST__KMNIST,MNIST,KMNIST,0.1187460646033287,4.230438709259033,1.1897485256195068,83.18026006255792,0.8779717432956952,0.935016061899797,0.10156477987766264,0.7110594362020493,0.5372583940625191,0.8906924724578857,0.9731593728065491
MNIST__RenderedSST2,MNIST,RenderedSST2,0.05890342593193054,3.240809202194214,0.2606375515460968,86.62312763177765,0.5030141215277273,0.9134486385111539,0.06020468391899793,1.0063819587230682,0.9255304634571075,1.0117360651493073,1.0099074840545654
DTD__Flowers102,DTD,Flowers102,0.10791124403476715,1.4809885025024414,0.11038093268871307,83.80507810460855,0.5558186472180264,0.9383957363524527,0.09420135043702033,0.8254115879535675,0.7701485455036163,0.8984976708889008,0.9625425934791565
DTD__PCAM,DTD,PCAM,0.04669041931629181,3.7918903827667236,0.22802786529064178,87.3238631006093,0.3768207914517662,0.916928010166816,0.08301275948870854,0.8592357337474823,0.8189440071582794,0.8795842528343201,0.88970947265625
DTD__FER2013,DTD,FER2013,0.05152697488665581,3.2072336673736572,0.20813913643360138,87.04641384717269,0.4555899000579784,0.9276218897891495,0.07224253289542108,0.8524642586708069,0.8179043829441071,0.9390448927879333,0.9874037504196167
